author,comment,likes,published_at
@Nekosuki_11,Dakwaan absurd mungkin biar keliatan kerja (ehm..sorry😁).,0,2026-03-31T02:23:09Z
@bocilubaba3084,"Anehnya hukum di negeri ini kak, pernah juga kan guru honorer rangkap pendamping desa dipenjara dg tuduhan korupsi, padahal guru honorer pasalnya kok rangkap jabatan sedang wamen rangkap Komisaris gaji miliaran biasa saja kak...?????",0,2026-03-31T02:22:43Z
@permana.rhythm,langsung ilang video profilenya wkwkwkwk,0,2026-03-31T02:22:41Z
@CobaSaja,Daripada ngasih link produk videonya kyknya mending kasih link medsos JPU dan Hakimnya deh. Biar qt rame2 gruduk bikin sangsi sosial.,0,2026-03-31T02:22:23Z
@xenophoneofficial4997,"@HidaReyni:@bosqu: saya org pemerintahan. di pemda itu ada aplikasi SIPD. disitu sudah ada standar harga apapun, mulai dari barang hingga jasa.
pembuatan video profile itu harganya 5jt/menit. makanya pemeriksaan inspektorat tidak ada temuan.
ini kasus diangkat oleh jaksa atas laporan sodaranya, yang kalah bersaing dengan perusahaan milik terdakwa.",0,2026-03-31T02:22:06Z
@awanawan5851,IKN: harga selangit untuk bangun gedung konten hantu,0,2026-03-31T02:21:52Z
@tentangbumii,"pemerintah kon*tol udahmah korupsi mau bayar gaji editor seenak jidat, dikasih harga sesuai malah bilang mau korupsi, emang anjj... bikin dan edit sendiri aja jinkkkkkkk",0,2026-03-31T02:21:49Z
@ributwahyudi3160,"coba tonton hasil videonya, jadi ngerti kenapa pemda ngamok",0,2026-03-31T02:21:19Z
@crehira_studio,"kasus ini emang buat rage bait ga si? ekonomi + industri kreatif, hal yang naik akhir-akhir ini. ini bakal nutupin fakta bahwa harga pertamax naik dan kelangkaan pertalite di Indonesia biar fokus kita terpecah, apalagi mereka masih punya pr recovery bencana sumatra",0,2026-03-31T02:21:16Z
@abimanyuu,Bahkan youtube sendiri memberi penghargaan berupa playbutton untuk creatornya. Berbanding terbalik dengan pandangan JPU kasus ACS. Miris banget tu JPU gapake otakkah?,0,2026-03-31T02:21:08Z
@wawanrestiawan1850,"markup jika harga asli 15 trus dinaikan oleh pengorder jadi 30jt trus videographer mengetahui...maka itu namanya kerjasama markup, tapi jika memang harganya 30jt dan asli penawaran dan diterima untuk videographer dimana mark up nya... yg gak kuterima adalah hasil audit bahwasannya, harga editor 0 rupiah wkwkwkw masak jasa edit 0 rupiah wkwkwkwk itu sama aja gak menghargai keahlian org",0,2026-03-31T02:20:59Z
@nicator5575,"Kesalahan terbesar sang videografer dia ga punya ""ORANG DALEM""....meritokrasi itu ga bakal laku d negara Nusantara ini, 

Kalo dia punya ordal, harga pervideo 80 juta mungkin kurang, krena harus bagi bagi kue,

Bayar pejabat jauh lbh wajib dripada lu bayar kru, bayar editor, sound engeneir, ...malah kalo bisa lu ga perlu makan waktu bikin video, ngasih duit k pejabat jauh lebih barokah ,",0,2026-03-31T02:20:34Z
@dwiantok7939,"sorry to say..gw yakin di balik ini seblum kasus masuk ke pengadilan, pasti amran ditekan utk 'kompromi'. yakin gw ! Kasus ini pasti ada otak atik dl sebelum dijadikan kasus",0,2026-03-31T02:19:49Z
@vlogssantai,MBG masih belom kecolek kejaksaan... padahal banyak Markup😂,0,2026-03-31T02:19:46Z
@NoOne-69-69,emang TOLOL Inspektorat sama JPUnya,0,2026-03-31T02:19:11Z
@aysyt9157,"Jaksa, polri, hakim emang bangsat
Penerima suap koruptor
Mengkambing hitamkan orang tak bersalah
Melindungi penjahat yg berduit
Merekayasa kasus sesuai uang masuk
BANGSAT SEMOGA MENJADI KERAK NERAKA",0,2026-03-31T02:18:47Z
@priskilamaria1507,itu auditornya pasti gen babii boomer.. yakin.. otaknya kek otak ayam,0,2026-03-31T02:18:27Z
@LJFDATABASE,"maka dengan itu bang fer, saya yakin 100% dan percaya 100% mengapa NERAKA itu diciptakan dan ditujukan.",0,2026-03-31T02:18:00Z
@zal_rsr,"lahh, video profilnya tiba"" di private",0,2026-03-31T02:17:56Z
@AndiSaputra-en9zl,"Selagi di Indonesia semua bisa di akalin bang, kan pada pinter semua😅",0,2026-03-31T02:17:35Z
@Miii0499,Sangat keliatan BU dan personal yg mendakwa,0,2026-03-31T02:17:26Z
@DiniAutodetailing,Anjay video Profil Desanya udah di Privat,0,2026-03-31T02:17:26Z
@folksnote,"Ya Rabb sibukkanlah yang dzalim dengan yang dzalim lainnya, dan jauhkan kami dari kerusakan yang disebabkannya",0,2026-03-31T02:17:23Z
@hafazentertainment4798,apakah jaksa buat dokumen dakwaannya pake Meta AI nya whatsapp,0,2026-03-31T02:17:11Z
@DavidSuji,"bnyk org menyepelekan pekerjaan di dunia kreatif sprt Editor, Photographer, Videographer, dll.. mereka pikir jiwa seni itu gratis,, pdhl ada ide, jasa / usaha, pengalaman, tools berupa hardware & software yg dipakai ..

Yg ngasih putusan kga pernah ngedit di dunia kreatif, ya gitu endingnya.. berbahaya dalam ngasih putusan.. ngeliat angka di kertas audit tanpa ditelaah dengan teliti perdetilnya, asal²an setuju dengan jasa editing, mic, dll dihargai gratis alias 0 Rupiah,, kan kocak tuh.. bisa² nya gratis",0,2026-03-31T02:17:11Z
@manjumboenamsembilan2905,"bang amsal, ga bisa kerjasama bro! beliau terlalu jujur dengan profesinya.
Tau kan kalo proyek pemerintah kalo ga nilep ga enak bro?",0,2026-03-31T02:16:59Z
@belfeinstein8962,19 juta lapangan pekerjaan. Tapi sekalinya punya dijebak pemerintah,0,2026-03-31T02:16:58Z
@Klipzy09-j2r,Yang jadi pertanyaan siapa yang melaporkan?,0,2026-03-31T02:16:56Z
@adhyapuji437,Abang terlalu sopan. Judul yang tepat menurut saya itu harusnya TOLOL dan MEMALUKAN.,0,2026-03-31T02:16:49Z
@Leziropav,"videografer : tarif saya rp 30 juta

orang normal : ""wah kemahalan ,ga jadi deh"" , oke selesai no deal
'anggota terhormat': ""oke setuju gw bayar""..................*beberapa tahun kemudian*..................... ENG ING ENG  ""INI KEMAHALAN"" *pidanain si videografer",0,2026-03-31T02:16:47Z
@TediBear-k4q,"Jaksa, Hakim,polisi dr Kasus narkoba sampe korupsi semua bermain. 😅",0,2026-03-31T02:16:45Z
@tonihandoko9706,"Kemungkinan:
Inspektorat: belum pernah ngurus kasus serupa dan tidka konsultasi ke LKPP. 

Kejaksaan: terima perintah dan terlanjur bikin surat yang tidak bisa dicabut, harus jalan. 

Videografer: tidak mau memberikan ""thr oknum"" saat dihubungi, endingnya sang oknum sakit hati. 

Kalau sampai dipersalahkan maka seluruh kegiatan videografi pemerintah harusnya juga diaudit kembali, karena mereka melakukan ""kesalahan"" yang sama bahkan lebih besar lagi.",0,2026-03-31T02:16:40Z
@wapplicious2947,kek gitu mereka sarjana bang?,0,2026-03-31T02:16:21Z
@dak3278,"Terima kasih bang fery atas penjelasannya, ternyata ketidakadilan ini nampak dimasyarakat, ini semua akibat dari kebodohan dan inkompeten namun diberikan jabatan",0,2026-03-31T02:16:18Z
@heripotter9744,"kalo pake logika jaksa, harusnya ke notaris cuma bayar materai doang 😂 ngetik dan idenya ga bayar",0,2026-03-31T02:16:03Z
@Rakanzi1,"Mau minta pendapatnya para viewers bang Ferry Irwandi
Maaf kalau sumber dari saya ga lengkap karena hanya lewat di reel ig
Katanya masalahnya gini sekarang sewa drone 30 hari tapi dipakai 12 hari doang jadi dianggap korupsi atau apalah dan yang ngomong gini juga siapa lupa pokoknya pihak jaksa nya
Nah gimana menurut kalian? Kalo bang Ferry sendiri yang kasih pendapat makin bagus",0,2026-03-31T02:15:58Z
@adnan_itubuyung8715,"biasalah,, nyari kasus, biar naik pangkat",0,2026-03-31T02:15:04Z
@secretagent1498,"Di tempat saya yg kota kapupaten aja harga Jasa paket photographer & videographer utk wedding harga pasaran 8-10 juta. Ini bikin profil desa loh. Ada shot dr atas, ada wawancara. Pasti pengerjaaannya sangat lama. Belum ide2 yg di keluarkan. Dan dia pasti pake tim. 30 juta termasuk sangat murah.",0,2026-03-31T02:14:54Z
@2211459,Kita siapaaa??? 😅😅,0,2026-03-31T02:14:52Z
@hartanysoekarno7988,"Ada Sebuah Negara, Seribu dari penguasa yg ada, ehhh... ternyata koruptor semua, Termasuk para APeHa nya.
Cuma guwe lupa nama negara itu.🤨",0,2026-03-31T02:14:38Z
@happykitchen6711,Bang fer ...bikin dong film ...di negri konoha 😂,0,2026-03-31T02:14:37Z
@fatbm3539,"sebagai pengusaha yang berpartner, rekan bisnis atau kerjasama dengan pemerintah, memang seperti di atas surga dan neraka, untung? adalah walau hanya tipis-tipis, tapi lebih bnayak resikonya pengusaha yang kena masalah mark-up, padahal yang main"" sama cost nya ya pejabat pemerintahannya sendiri, sudah bayar pelunasannya lama pula wkwkwkwk, bangsat mmg kebanyakan pgwi pmrth itu",0,2026-03-31T02:14:29Z
@nothingmoore,"Bung,tolong dong di kasih pengetahuan daalam bahasa bayi,tentang Auditor,apakah sama dgn Reserse,karena belakangan ini profesi ini di instansi tertentu sudah jadi Malaikat pencabut nyawa bagi pekerja pekerja ddlmnya,terimakasih Bung🙏",0,2026-03-31T02:13:51Z
@yoobin-b2p,"di sumut aparat sama hakimnya emang sampah, gapernah ada kasus yang selesai dengan jelas disini.",0,2026-03-31T02:13:33Z
@Znico2066,Kemampuan berpikir panjang dibutuhkan sebagai jaksa.,0,2026-03-31T02:13:17Z
@R13_men,Bener kata bung ferry. Gak perlu pinter pinter banget buat paham kekonyolan ini kasus. Saya seorang driver ojol lagi nyender nunggu orderan nonton video ini langsung mikir kok bisa? Jasa edit dan ide 0 rupiah 🥲,0,2026-03-31T02:13:11Z
@anca7548,emang bermasalah nih hukum di indonesia,0,2026-03-31T02:12:15Z
@herling9762,"Biar yg buat konten desa nanti jaksa,ini trjadi karena jaksa tdk dilibatkan lagi dalam pngadaan barang dan jasa dan juga jaksa punya nilai tambah bila ada kasus korupsi.",0,2026-03-31T02:12:14Z
@benimuharom2934,Hindari kerjasama apapun dengan pemerintah,0,2026-03-31T02:11:31Z
@gautamawibowo8590,"Jaksa cuma asal ada kasus perlu dieliminasi, inspektoratnya punya sertifikat auditor atau tidak ?",0,2026-03-31T02:11:26Z
@Abid_Vision,Video Profil Desa Sempajaya nya kaga bisa di akses,0,2026-03-31T02:10:56Z
@bigsamgolucky19,"Bukan rahasia bahwa inspektorat di hampir seluruh daerah dan institusi itu tidak bermutu dan berperforma buruk, dan bukan rahasia juga bahwa ada banyak sekali oknum jaksa yng kualitasnya buruk dan punya atasan yg lebih buruk 😊",0,2026-03-31T02:10:43Z
@johngozal74,"Kalo nilai pengadaannya dibawah 200 juta sih yang paling aman pake metode pemilihan langsung, jadi tetap ada beauty contest. Kalo diatas itu, misalnya pengadaan video untuk 10 desa disatukan sehingga nilai pengadaannya jadi 30 juta x 10 desa = 300 juta-an, yang paling safety yaa pake tender umum atau terbatas, untuk vendor industri kreatif.
RAB dan KAK nya juga harus dilihat, speknya seperti apa. Komponen cost untuk produk video kreatif ini kan macam-macam. Ada biaya honor tim, transportasi dan akomodasi, pembelian atau penyewaan perangkat video dan data storage, biaya pemeran utama dan figuran, sewa tempat, pembelian properti pendukung, biaya lighting, editing video, dll yang penting ada rinciannya dan produknya memang seworthied 30 juta.
Fraud bisa saja terjadi jika produknya tidak sesuai spek, misalnya menggunakan kamera HP atau pake aplikasi AI, apalagi yang gratisan.
Tapi, jika kejadiannya di daerah, bisa saja tuh si perangkat hukumnya justru jadi tukang peras vendor atau perangkat desanya. Yaa tidak terbatas cuma jaksa, polisi, hakim atau bawasda pun bisa jadi pelaku pemerasan seperti banyak kejadian. Nih negara memang lagi payah-payahnya dalam sektor penegakan hukum, terlalu banyak permainannya, sampai di kavling-kavling begitu, hingga mereka males kalo mutasi, walaupun statusnya promosi, karena kavling awalnya sudah existing dan jauh lebih cuan ketimbang naik jabatan tapi mutasi, apalagi harus bangun relationship di circle baru yang risikonya tinggi, pada takut di OTT KPK😂😂",1,2026-03-31T02:10:31Z
@cardochardova,Para jaksa dan hakim perlu sedikit mengembangkan jiwa seninya agar lebih komprehensif utk membuat keputusan yg berkaitan dgn kasus yg mengandung seni seperti kasus Amsal Sitepu ini,0,2026-03-31T02:10:25Z
@husodoragilprastowo595,"Yg lebih bodoh, kasus ini akan hilang dengan sendirinya.",0,2026-03-31T02:10:20Z
@gunawanlambert7244,"Satu hal sdh pasti tidak boleh dibayarkan disitu adalah consept/ide, jdi yg harus dibayarkan adalah orang pembuat idennya seperti disigner, pelukis, pengarang dsb.. kmudian production video design ini tugasnya seperti apa? Apa itu sdh termasuk cutting dan editing?.. knapa gk sekalian tambah disitu audio overlay/mixing, compositing, masking.. 
Janganlah.. jangan karena org desa atau proyek desa maka mereka dibodoh2i.. akhirnya pas diperiksa jadinya seperti ini.. 
Kita juga masyarakat, jangan cepat tersulut emosi sebelum tau informasi yg sebenarnya.. disitu ada hakim, mereka juga punya otak untuk menilai layak, tidak layak, benar, salah berdasarkan fakta informasi bukti yg jelas.. tidak seperti pikiran kita yg menilai dari informasi yang belum lengkap dan juga belum tentu kapabel dengan ilmunya..",0,2026-03-31T02:09:44Z
@rizki.wismanto,AUDITORNYA MUNGKIN TERINSPIRASI DARI ANAKNYA YG NGEDIT PAKE CAPCUT GRATISAN KALI ,1,2026-03-31T02:09:34Z
@Ok-nk1lg,Ini tu warning besar bagi semua sektor tiap-tiap usaha agar jangan sampai di tumbal kan oleh pemerintah saat bermitra,0,2026-03-31T02:09:15Z
@donialam2991,"Suaranya agak giman gitu bang, ga sejernih biasanya",0,2026-03-31T02:08:44Z
@Ulil-z2n,Gila banget sumpah 😢,0,2026-03-31T02:08:20Z
@yogakarjaya,ya memang di provinsi sana kan isinya manusia-manusia yang BODOH & MEMALUKAN. (menurut keyakinan saya),0,2026-03-31T02:07:54Z
@Sfn_farm,Hukum tidak di tegakkan melainkan di perjual belikan jadi jangan heran jika terjadi keanehan kejanggalan dan kekacaun,0,2026-03-31T02:07:48Z
@dcomputare,kalau bisa yang nuntut itu gol pakai baju shopee biar gak sembarang nuduh itu kan jatuhnya pencemaran nama baik,0,2026-03-31T02:07:44Z
@C2P-SAMA,"Audits for the public: detailed down to the pixel. Audits for the government: blurry, low resolution sometimes the files are just ‘missing'",4,2026-03-31T02:07:35Z
@hannymarten6464,Ini terjadi karena pi,0,2026-03-31T02:07:24Z
@fadjarharyanto2641,"mereka kadang2 becandanya kebangetan ya kpd pelaku usaha , minta rokok ngga se pak or dua pak, tapi sepabriknya",0,2026-03-31T02:06:54Z
@rasputinkw2704,"Ini mah kasus dikorbankan 😅😂😅😂😅
Ada yg emang beneran namanya yg nongol di audit Ekspetorat, tp masih bisa nego sama jaksa
Tapi harus ada yg dikorbankan 
Itulah kenapa nongol nama Amsal Sitepu 😅😂😅",0,2026-03-31T02:06:54Z
@suciaprianto9927,"Negara ini jahat men dari jaksa,polisi,dprd semuanya jahar bahkan tentara sekalipun",0,2026-03-31T02:06:48Z
@sekedarwiburan3441,"Pengalihan tisu... hampir berhasil...
Isu apa mas''??? Tentang keterkaitan perang...
Untuk apa di alihkan mas???,,.. ya biar masalah negara tidak bertambah,",0,2026-03-31T02:06:44Z
@mohammadhasbi5403,"Video2 nya akun medsos kejaksaan keliatannya hasil dari industri kreatif, coba spil apakah ada anggarannya apa tidak.",0,2026-03-31T02:06:13Z
@wahyudiindra-f9i,Jgn pernah bermitra dengan pemerintah  untung tdk seberapa malah di diskriminalisasi,0,2026-03-31T02:06:13Z
@fanimaulidiman4768,🤣🤣🤣🤣🤣🤣,0,2026-03-31T02:06:06Z
@Jimmy18thn,"JANGAN LUPA KAWAL AKTIFIS YANG DI SIRAM AIR KERAS KEMAREN ,,, TETAP KAWAL ,, BISA JADI INI PERALIHAN ISU ,, INDONESIA SEDANG TIDAK BAIK BAIK SAJA",0,2026-03-31T02:05:52Z
@GarapKebunOrganik,Miris,0,2026-03-31T02:05:37Z
@sharfamitha3963,"adik iparku videografer dari jaman Tv sampai sekarang tim PH sendiri. udah bikin macem2 video documentasi dan iklan sampai Luar negeri, denger kasus ini langsung ngamuk2. 30 juta 40 menit ?",0,2026-03-31T02:05:04Z
@IndoVibeMusik,"“Hukum itu seharusnya menjadi alat keadilan, bukan alat permainan. Tapi ketika jaksa dan hakim mulai memperlakukan hukum seperti panggung sandiwara, yang kita saksikan bukan lagi peradilan—melainkan pertunjukan kekuasaan.

Jaksa kehilangan integritas ketika tuntutan tidak lagi berbasis kebenaran, melainkan pesanan. Hakim kehilangan wibawa ketika palu tidak lagi mengetuk keadilan, tapi kompromi.

Masalahnya bukan sekadar oknum. Ini soal nalar yang rusak. Ketika logika hukum digantikan oleh logika kepentingan, maka yang lahir adalah ketidakadilan yang dilegalkan.

Publik akhirnya dipaksa percaya pada sesuatu yang mereka tahu sedang dimanipulasi. Dan itu berbahaya. Karena ketika kepercayaan runtuh, hukum tidak lagi punya makna—ia hanya menjadi alat kekuasaan yang dingin dan sewenang-wenang.

Jadi yang perlu diperiksa bukan hanya putusan, tapi cara berpikir di balik putusan itu. Karena di situlah keadilan pertama kali dikhianati.”",1,2026-03-31T02:04:54Z
@argagojek1150,Sdm rendah bisa masuk pemerintahan y?,0,2026-03-31T02:04:46Z
@M.LabibAlfaruq,Videonya ditakedown?,0,2026-03-31T02:04:08Z
@muslimsuryadi4857,terima kasih ilmunya uda,0,2026-03-31T02:04:08Z
@Gerry99-e8e,KONYOLLLL,0,2026-03-31T02:03:39Z
@bamzwid6028,""" Prinsip efisien dan anggaran "" mean while : ketika wartawan nanya salah satu menteri tentang anggaran acara hiburan yg diadakan pemerintah, menteri nya di shut down sekretaris negara dengan tackle jawaban yang enteng banget ""ADA LAAAAAH"" what theeeeeee ...",0,2026-03-31T02:03:24Z
@lans1.467,"Tua Bangka yang tar lagi mati mah gak bakalan tau apa proses kreatif, gw yakin dia juga sekolah kagak lulus. Otaknya udah sering makan uang haram makannya logikanya kagak masuk.",0,2026-03-31T02:02:45Z
@Nukmannaja,"Terlihat jelas kalau diindo itu ide tidak dihargai, buktinya hasil audit aja ide dianggarkan Rp 0",0,2026-03-31T02:02:43Z
@yoanekocahyono3376,langsung diprivate videonya,0,2026-03-31T02:02:25Z
@clozarthFIER,"Yang perlu dipelajari sama penonton dalam video ini:
1. Sebelum berdiskusi dan mengemukakan pendapat, perhatikan kredibilitas diri sendiri dan peserta debat lainnya.
2. Masalah utamanya kalau kasus ini tidak diputar balikan, ini akan jadi precedent. Nanti kedepannya semua kasus serupa akan bisa merujuk ke kasus ini. Itu bahayanya.
3. Patut untuk kita masih bersyukur, orang orang yang menuntut masih sangat sangat kurang pintar. Jadi keliatan sekali mainnya kasar dan kotor. Bahaya sekali kalau mereka bisa main bersih.",0,2026-03-31T02:02:20Z
@dymiprawindo,"udah lah, para gen x kolot ini udah saatnya klian pensiun.",0,2026-03-31T02:02:08Z
@ahmadsirajuddin419,"harusnya yg di periksa dan di audit itu adalah ""rapat para pejabat"" yg ujung ujungnya tidak memberi dampak apa apa , ah t*ilah",0,2026-03-31T02:01:39Z
@aidhilmardwiansyah9066,"Somasi yang menyatakan
Biaya Editing
Biaya Microphone
Biaya Cutting
Biaya Ide
itu semua gratis, bulshit audit real cost, buat sim aja bayar, masuk toilet aja bayar, ko bisa ada pemikirian kaya gini, pantes orang yang pemikiranya kreatif lebih milih kerja di luar lembaga atau di luar negara, toh takut di dikira korupsi",0,2026-03-31T02:01:39Z
@mustaqiim94,"IDE GRATIS adalah hal paling tolol dari perhitungan selain biaya editing secara general. Aplikasi bayar, device beli, IDE, IDE, IDE yang paling mahal ya Bapak Boomer bodoh",0,2026-03-31T02:01:12Z
@TheSuryansyah,https://www.youtube.com/watch?v=dh2SxFbSEQ0 .. hilang video-nya,0,2026-03-31T02:01:03Z
@angga35mv,Saya baca komen-komen sini. kok takut yah sama pemikiran dan komentar orang-orang sipil sekarang.,0,2026-03-31T02:01:02Z
@raviachika4724,Aku melihat The Real  El Professor di sini.,0,2026-03-31T02:01:01Z
@catnice000,"Terkadang aneh jg ya...kog ada org yg bekerjasama dgn instansi kalo gk rugi malah tertuduh...contoh babah Alun (Yusuf Hamka) yg bikin tol & sekarang yg ini..
Kenapa gk dikerjakan sendiri biar dapet murahhh..",0,2026-03-31T02:01:00Z
@heykim5241,"Jadi untuk mereka ide = Rp. 0 , padahal ide itu yg paling mahal",0,2026-03-31T02:00:45Z
@BudZee-o3h,"Ujung-ujungnya pasti klarifikasi lagi kaya kasus ABK kapal yang d tuduh jadi kurir narkoba. 
Halah udah basi, coba lebih berfikir lagi deh jaksanya, jangan TUOLOL banget...!!!",0,2026-03-31T02:00:45Z
@namara328,"harusnya diusut itu jaksanya jg, klo segakprofesional itu seharusnya pda dipecatin, gila aja masa depan orang bisa ancur karena kebodohan mereka",0,2026-03-31T02:00:31Z
@boedoeters5211,Link Videonya  : Video tidak tersedia,0,2026-03-31T02:00:24Z
@AguslaNian,"maju terus bang, jangan dengarkan suara sampah,",0,2026-03-31T02:00:11Z
@jhonkemotchanel4910,"betul bang.. bebara kasus kita coba bagaimana cara bisa dapat software full version free,itu pun susah minta ampun",0,2026-03-31T01:59:42Z
@royjr3092,"ingat alat Alat tulis ATK 44,4 triliun? ",0,2026-03-31T01:59:00Z
@brianyoseppoltak7282,"kayaknya ya, anggep gw bodoh, 
di kasusin ini karena justru si Amsal nya ini langsung kasih proposal ke Kepala desa

jadi bawahan"" di pemda nya gak bisa susupin biaya"" yg di mark up wkwkwkwkkw
jadi sirik dia, jadi ngelaporin ke audit"" yg juga mau main duit di situ tapi gak dapet 
wkwkwwkwkwk

anggep gw salah ya wkwkwkwk, asbun aja ini mah",0,2026-03-31T01:58:59Z
@mineralwater-wo4xu,Ko ada ya orang yg se serakah dan se bodoh itu d pemerintahan. Gak takut apa,0,2026-03-31T01:58:54Z
@cacak58,"Kemungkinan LSM juga terlibat dalam kasus ini, sebagai pelapor yang menyurati kejaksaan untuk mengaudit pengadaan tsb dengan niatan awal minta sumbangan (upeti) buat bukber dengan LSM lainnya, karna gk dikasih ya masuklah surat laporannya ke kejaksaan.",0,2026-03-31T01:58:37Z
@farizalnasution,butuh diktator untuk menegakkan keadilan karena demokrasi terbukti gagal karena orang berkelompok berbuat jahat... contoh berbagai pengadilan yang isi nya semuanya mafia,0,2026-03-31T01:58:32Z
@otripplay2091,Bang ada ga berita baik dari indo yg bisa kami tonton. Kalo ada tayangin😢,0,2026-03-31T01:58:28Z
@ChaosEgo13,"Pejabat emang minim atau bahkan minus apresiasi.
Semua kerjaan di bidang teknologi/digital entah editor, programmer, design AI, semuanya dianggap gampang.
Padahal yang ngerjain udah pusing dan menghabiskan banyak waktu hidupnya, apresiasi nya gak ada.
Miris emang kaum menengah mudah sekali diinjak-injak dan susah melawan.",0,2026-03-31T01:58:18Z
@doomcat.,ga ketolong dah pejabat2 era wowo,0,2026-03-31T01:57:51Z
@fikrikhasani8263,PEMDA NGEJOKES NYA KENA BGTT LUCUUUUU,0,2026-03-31T01:57:34Z
@HeruHermansyah,"sebagai sesama pekerja kreatif (video editor) turut prihatin dengan kasus ini, pernah ngerjain project dari salah satu kementerian, sampai akhirnya saya kapok, pernah jg ngajuin proposal ke pemda untuk youtube rewind (regional/kota) di tahun 2017, gak ditanggapi sama sekali, malah swasta yang menerima buat shooting gratis di tempatnya, pantesan produk dari pemerintah kebanyakan kayak gak ada quality controlnya, jauh banget sama swasta. Pantesan kalah jauh sama Korea Selatan, karena pemerintahnya sangat mendukung industri kreatif & hiburan. Btw videonya yg di link di deskripsi udah gak ada.",1,2026-03-31T01:57:26Z
@bengkelmakanan1370,Kalau gue yang jadi hakimnya.  itu jaksa akan gue cincang.   Jaksa menjijikan...,0,2026-03-31T01:57:08Z
@trisulahaikalfirdaus888,"Negara penuh canda tawa, ber balut tangisan",0,2026-03-31T01:57:07Z
@horasdamanik1228,Lebih Bahaya Orang Tolol Jadi penegakHukum,0,2026-03-31T01:56:55Z
@RifkiAlfabet,"Gilaaa, orang indo yg punya kebijakan, ga kompeten banget, lagi2 gini, viral dulu, baru tuh kejaksaannya dibantai juga",0,2026-03-31T01:56:35Z
@AbdulHamid-zv3et,"B to G itu bahaya buat pihak swasta kecuali dapur MBG ya wkwkwk,.angkat dong bang issue pemerintah pesen 100 traktor tp gak jadi padahal unit udah di buat dan pemilik pabrik traktor di jawa sampai bunuh diri.",0,2026-03-31T01:56:30Z
@setiolinardi3354,"para auditornya ga ngerti harga/biaya yg diauditnya mungkin karena ga punya ilmunya makanya ada yg diNOeLkan. Inginnya mereka harga tsb sdh satu paket dg biaya jasa pembuatan videonya mknya dikasih angka 0 rupiah, tetapi juga ga mau naikin harga /biaya yg lainnya. prinsip auditornya adalah harga penawaran yg bisa dikurangi/dinolkan mk akan dikurangi/dinolkan sedangkan harga2 lainnya tetap sesuai penawaran (tdk mau direvisi utk naik)",0,2026-03-31T01:56:24Z
@bernardprastanto,Ini definisi IQ rendah tapi punya uang dan kesempatan buat sekolah tinggi,0,2026-03-31T01:56:23Z
@meneketehe-j5d,"Sorry to say, banyak pegawai inspektorat di daerah2 yg asal2an apabila mengaudit. Mereka pegawai inspektorat & jaksa berlagak ""sok"", pdahal dg adanya kasus ini viral terbongkar ""bodohnya"" mereka.",0,2026-03-31T01:56:16Z
@Temudjin007,Cek dan audit sppg korupsi dan nepotisma telanjang bulat,0,2026-03-31T01:56:05Z
@jeremykornelius2838,"Lagi gencar bangun narasi untuk mengalihkan isu isu yang lagi kental sih
ini kaya sesuatu yang akan dilakukan pekmerintah hahaha....
basi banget",0,2026-03-31T01:55:59Z
@maswasis,"Selain bebaskan harus ada tuntutan balik, Dan ganti rugi jangan didiamkan",0,2026-03-31T01:55:48Z
@vasyaamanda8611,Ah.. Yg kaya gini kasus udah biasa dari tahun ke tahun. Yang aneh itu orang masih rajin nanyain kapan nikah dan kapan punya anak. Yakin lu masih mau anak cucu lu masih bertahan di dunia yg isinya ga jauh sama yg di neraka?,0,2026-03-31T01:55:43Z
@anggadigdo3539,ada petisi atau donasi u sewa pengacara top u beresi ini semua kah kalo bisa tuntut semua pihak yang bikin masalah busuk spt ini,0,2026-03-31T01:55:35Z
@wawanepu9152,"mereka tidak menegakkan keadilan, mereka sedang mencari ""angka damai""",0,2026-03-31T01:55:33Z
@rikatoathena7018,"Tolol bin Bahlol penegak hukum kita,,
Sungguh sungguh MEMALUKAN 😂🤣ANJING",0,2026-03-31T01:55:28Z
@cupangding6969,"Program Satu Sarjana Satu Desa sudah berjalan beberapa tahun yg lalu.....Pasti di Desa sudah ada warganya yg sarjana.....Remaja Desa juga pasti banyak yg punya kemampuan videografer & editing video.....Fasilitasi & Rekrut mereka sebagai wujud asas partisipasip warga, efisiensi, dan tepat sasaran.
T i r u  KDM yg sukses Kontent""nya mampu menghemat pengeluaran APBD bahkan menghasilkan cuan.

Salute & Lanjutkan Proses Hukumnya Kejaksaan.....!!
3 Modus Korupsi : Mark Up/Down, Dobel Pendanaan, dan Pendanaan Fiktif.",0,2026-03-31T01:55:24Z
@noobengineer560,kalau alumni STAN yang ngomong soal ginian mah gw gak ragu... nice bung,0,2026-03-31T01:55:12Z
@mzaini5834,"Apa kasus ini bukan pengalihan isu bang , soal yang siram menyiram kemaren? @ferryirwandi",0,2026-03-31T01:55:11Z
@KecoaBerkilau,"Belajar dari kasus ini, JANGAN MAU KERJASAMA DENGAN PRROYEK PEMERINTAHAN",0,2026-03-31T01:55:04Z
@mochamadnazmy8315,"ini kasus korupsi internal dan cari ""korban"" utk diumpan",0,2026-03-31T01:54:19Z
@rafihaidarr3438,inspektorat sama jaksanya bisa di tuntut balik gak sih?!?!,0,2026-03-31T01:53:55Z
